Gene	TCGA-AA-3850	TCGA-AA-3845	TCGA-AA-3852	TCGA-G4-6302	TCGA-AA-3492	TCGA-G4-6314	TCGA-G4-6311	TCGA-A6-2672	TCGA-DM-A1HA	TCGA-DM-A1HB
AL117339.2	0	1	0	0	0	0	0	0	1	0
ELFN1	25	22	71	179	25	105	186	22	369	61
ABHD11-AS1	180	29	50	52	162	51	358	78	38	575
AL500522.1	0	0	0	0	0	0	0	0	0	0
AC003071.1	1	1	0	0	0	0	0	0	4	0
MTND1P23	11	16	9	16	192	14	12	81	39	20
PIGBOS1	131	123	76	286	262	408	314	27	320	593
AC005550.1	0	0	0	0	0	0	0	0	0	0
LINC01534	7	2	7	8	18	23	19	21	19	14
CKS1BP2	0	0	0	0	1	0	0	4	2	0
HAR1A	46	7	13	43	483	14	13	20	3	38
AC010746.1	0	0	0	0	0	0	0	2	0	0
OR7E19P	1	0	0	0	0	0	0	0	0	0
AC102953.1	1	0	0	1	0	2	3	5	10	0
AL355482.2	0	0	3	0	0	0	2	0	1	1
HMGB1P26	0	0	0	0	0	3	0	0	4	2
UBXN10-AS1	0	4	4	150	4	56	2	23	1	68
LAMP5-AS1	0	0	0	0	0	0	0	0	0	0
SNRPEP7	0	0	0	0	0	0	0	0	0	0
TRGVA	0	0	0	0	0	0	0	2	0	0
OR4A8	0	0	0	0	0	0	0	0	0	0
NDUFA12P1	0	0	0	0	0	0	0	0	0	0
GTF2IP14	1	3	3	5	1	10	13	14	11	10
PPIAP37	0	0	0	0	1	0	0	1	2	0
AL591468.1	0	4	0	2	1	2	1	5	0	0
AL513303.1	0	0	0	1	0	0	0	0	0	0
BX005266.2	0	0	0	1	1	3	1	6	0	0
SEPT14P3	0	0	0	0	0	0	0	0	0	0
KCNIP2-AS1	3	6	5	7	9	11	13	52	24	7
AL355852.1	0	0	0	1	0	0	0	16	0	0
OFD1P1Y	0	0	0	0	0	0	0	0	1	0
AP001434.1	0	0	2	3	1	1	2	18	0	0
MRPS18BP1	0	0	0	0	0	0	0	0	0	0
AL358176.2	0	3	0	0	0	0	0	0	0	0
CCT8P1	23	32	14	41	65	54	56	42	41	94
PRICKLE2-AS3	1	0	0	1	0	1	0	75	0	2
CDK2AP2P3	0	0	0	0	0	0	0	0	0	0
AC026167.1	0	0	0	0	0	0	0	0	13	0
CT47A6	0	0	0	0	0	0	0	0	0	0
COX5BP7	0	0	0	0	0	0	0	0	0	0
AC005515.1	1	42	0	4	51	2	1	57	37	8
AC092802.1	2	0	7	7	2	3	2	37	2	1
PFN1P12	0	0	0	0	0	0	0	0	1	1
LINC01772	4	19	8	31	5	24	19	116	96	17
HLA-DQB3	0	0	0	0	0	0	0	0	0	0
FGF13-AS1	0	0	2	6	1	3	0	0	1	0
AL035530.1	0	0	0	5	0	1	0	0	0	1
NANOGNBP1	0	0	0	0	0	0	1	0	0	0
AL590648.1	1	0	0	0	0	0	0	2	0	0
LINC01040	0	0	0	0	0	0	0	0	0	0
PPIAP21	8	7	6	1	10	2	3	1	26	19
AC005740.1	0	0	3	0	0	3	0	2	3	1
AC010745.1	0	0	3	0	0	0	0	1	0	5
CDY10P	2	0	0	0	0	0	0	0	0	0
AP000561.1	0	0	0	0	0	0	0	0	0	0
AC234644.1	0	1	0	1	0	4	0	16	1	6
AP1S2P1	0	0	0	0	0	0	0	0	0	0
AL807761.3	7	4	12	0	4	0	0	0	3	0
YBX1P8	0	5	0	0	0	0	0	16	0	0
TLK2P1	2	6	2	14	3	24	10	9	20	18
ZNF503-AS1	79	46	223	34	27	197	32	26	5	11
LINC01776	0	1	0	0	0	0	0	0	0	0
MEMO1P1	3	7	6	40	2	52	55	30	54	53
PAICSP1	2	1	4	6	2	5	6	40	9	9
MTND4P32	0	0	0	0	0	0	0	32	1	1
PHF2P2	0	0	1	0	0	0	0	0	0	0
AC092570.1	0	0	0	0	0	0	0	0	0	0
HMGB3P20	0	0	0	0	0	0	0	0	0	0
PCMTD1P1	0	0	0	0	0	0	0	0	0	0
AC009531.1	0	0	0	0	0	0	0	0	5	1
PGBD4P6	0	0	0	0	0	0	0	0	0	0
ZBTB45P2	0	0	1	1	0	0	2	0	0	2
AC009541.1	0	0	0	0	0	0	0	0	0	0
LINC00623	31	105	29	169	34	248	136	28	262	84
HNRNPA3P4	0	0	0	0	0	2	0	0	2	2
AL139275.1	0	0	0	0	0	0	0	0	0	0
AC016772.1	1	1	0	0	0	1	0	1	1	0
PRSS44	2	0	0	1	0	1	0	0	4	2
PHKG1P1	0	0	0	0	0	0	0	0	0	0
AL356309.1	0	0	0	0	0	0	0	0	0	0
AL138830.1	0	0	0	0	0	0	0	0	0	0
AC062028.2	0	0	0	0	3	1	2	1	1	1
USP12PX	0	0	0	0	0	0	0	1	0	0
AC096915.1	1	0	0	0	25	1	0	0	3	2
SLC39A12-AS1	0	0	1	0	0	1	0	0	0	0
AC113935.1	7	4	7	686	23	786	418	106	788	1819
UQCRFS1P1	107	64	40	2	20	2	3	2	6	5
EIF3LP3	1	2	3	7	8	2	4	2	5	6
AC073283.2	2	0	0	1	3	4	2	1	1	0
AL158839.1	0	0	0	4	2	9	0	6	2	2
AL122017.1	0	0	0	0	0	0	0	1	0	0
LINC00937	2	7	6	7	2	19	11	33	2	9
RBMY2AP	0	0	0	0	0	0	0	0	0	0
AC087499.1	0	0	0	0	0	0	0	0	0	0
AC099342.1	0	2	0	0	0	0	1	1	16	2
SEC11B	2	3	2	1	5	1	0	2	0	2
LINC02097	1	1	0	0	0	4	3	14	17	2
SEPT7P3	0	1	0	0	0	0	20	0	2	0
AC004383.1	0	3	2	1	0	0	2	15	3	2
RAB28P1	0	0	0	0	0	0	0	0	0	0
BX323845.2	0	0	0	0	0	0	0	0	0	0
FCF1P4	0	0	0	0	0	0	0	0	0	0
AL133217.1	0	0	0	0	0	0	0	0	1	0
NDUFB4P5	0	0	0	0	0	0	1	1	0	0
AP001476.2	0	0	0	0	0	1	0	0	0	0
USP9YP6	0	0	0	0	0	0	0	0	0	0
AC090844.1	0	0	0	0	0	0	0	0	2	3
MTND3P1	0	0	0	0	1	0	0	7	0	0
Z80107.1	0	0	0	0	0	0	0	0	0	0
AC009487.2	19	18	7	9	2	10	47	27	28	29
DDC-AS1	1	0	3	1	13	1	0	36	0	1
FTCDNL1	34	37	26	37	41	45	111	35	174	14
LINC01907	1	2	1	1	1	0	6	0	15	0
AC013248.1	0	0	0	0	0	0	0	0	0	0
PPIAP66	1	0	0	0	0	0	0	2	5	3
AL356289.1	0	0	0	0	0	2	0	0	0	0
AL359502.1	0	0	0	0	0	0	0	0	0	0
BAIAP2-AS1	342	306	336	978	393	1096	877	561	1615	989
AC004801.1	0	2	5	0	2	0	0	20	5	2
AL355339.1	0	0	0	0	0	0	0	0	0	0
AC244107.1	0	0	0	0	0	0	0	0	0	0
Z98752.1	0	0	0	0	0	0	0	0	0	0
KRT16P6	0	0	0	0	0	0	0	0	0	1
TUBBP10	1	0	0	1	1	0	1	1	6	1
SLC25A39P1	3	0	1	0	1	0	2	122	0	0
AL356124.1	1	0	1	1	0	4	1	40	2	1
Z93242.1	0	0	0	0	0	0	0	19	0	0
AC124944.1	1	1	0	0	0	0	2	4	22	0
OR52E3P	0	0	0	0	0	0	0	0	0	0
CLCP2	0	0	0	1	0	1	0	6	1	2
LINC01375	0	0	0	0	0	0	0	6	0	0
AC137499.1	0	0	0	0	0	0	0	0	0	0
EIF4A1P5	10	3	6	1	3	0	1	3	4	2
AL513185.1	0	0	0	0	0	0	0	21	0	0
FGFR3P6	0	0	0	0	0	0	0	0	0	0
AC244670.1	0	0	0	0	0	0	0	0	0	0
AP4B1-AS1	14	12	6	4	7	24	29	85	16	21
AL589794.1	0	0	0	0	0	0	0	0	0	0
AL121885.1	0	0	0	0	0	0	0	0	0	0
AL139420.1	0	0	0	0	0	0	0	4	10	0
TEX22	3	3	7	4	0	13	14	38	39	16
LINC00685	11	4	10	17	4	18	14	48	22	21
AC010536.1	8	6	10	19	4	32	22	45	26	47
AL132671.1	0	0	0	0	0	0	0	1	0	1
RANP7	0	0	0	0	0	0	0	0	0	0
TRIM64FP	0	0	0	1	0	0	0	0	0	0
ELOCP21	1	0	0	1	1	0	0	11	1	1
HNRNPA1P3	0	0	0	0	0	0	0	10	0	0
CLK3P2	0	0	1	0	0	0	0	0	1	0
AL049548.1	0	0	0	0	0	0	0	0	0	0
LINC02519	2	0	2	10	3	9	7	3	32	8
GAPDHP75	0	0	0	0	4	0	0	0	0	0
AL583785.1	0	4	1	51	1	15	3	0	1	11
AC112492.2	0	0	0	0	0	0	0	0	0	0
SGMS1-AS1	46	54	62	126	35	88	82	148	402	90
LINC01733	0	0	0	1	0	1	0	0	0	0
AL157359.1	0	0	0	0	0	0	0	0	0	0
AC007790.1	2	1	0	1	6	0	0	64	3	1
BX470209.1	0	0	0	0	0	0	0	0	0	0
AL080316.1	0	0	0	0	0	0	0	1	0	0
AL513285.1	0	0	0	0	0	1	0	0	0	0
C8orf59P1	0	0	0	0	0	0	0	0	0	0
AC215219.1	70	163	120	229	135	454	750	26	1145	287
AL445466.1	0	0	0	0	0	0	0	0	0	0
TRGV6	0	0	0	2	1	0	0	6	0	0
UBQLN4P2	0	0	0	0	0	0	0	1	0	0
AC079163.1	0	0	0	0	0	0	0	0	0	0
CICP22	0	0	0	2	1	0	7	6	2	2
AC079168.1	0	0	0	0	0	0	0	0	0	0
TSPY16P	0	0	0	0	0	0	0	0	0	0
PRELID3BP1	0	1	0	0	2	0	0	0	2	0
AC007237.1	0	1	0	0	2	0	0	4	0	0
NPIPB14P	6	17	10	2	1	21	40	34	13	18
Z82188.1	0	0	0	0	0	0	0	0	0	0
KRT18P24	0	1	1	1	1	0	0	0	11	0
LEMD1-AS1	0	4	0	6	0	0	3	34	61	22
GAS1RR	3	2	4	49	2	18	6	6	0	2
AC132807.1	0	0	0	0	0	0	0	0	0	0
AL031658.1	2	0	2	6	0	6	3	3	2	2
LINC00381	0	0	0	0	0	1	0	0	0	0
Z75746.1	0	1	0	0	1	2	0	0	0	0
ZNF32-AS1	3	1	0	2	3	5	4	3	15	3
KRT18P36	0	3	0	1	2	0	0	0	9	0
SUPT4H1P1	0	2	1	0	1	1	0	13	2	0
AL365271.1	0	0	0	0	0	0	0	93	0	0
LINC00408	0	0	0	0	0	0	0	0	0	0
AL451060.1	0	0	0	3	0	0	1	18	2	4
AL135960.1	0	2	0	5	0	1	1	24	1	0
MRPL35P3	0	1	1	0	0	0	0	22	3	0
PTP4A1P3	0	0	0	0	0	0	0	4	0	0
UBE2V2P1	0	0	0	1	2	3	0	2	0	0
GRM7-AS3	0	0	0	0	0	0	0	4	7	0
GTF2H2B	0	4	7	16	3	32	15	32	47	42
AC064836.1	0	0	0	1	7	6	4	8	2	7
PHKBP1	0	0	0	0	0	0	0	0	0	0
ISM1-AS1	1	1	0	0	0	5	2	10	3	1
AC009961.1	3	6	7	11	3	14	11	53	33	13
AC135977.1	1	1	1	13	6	15	13	6	33	17
ZNF736P2Y	0	0	0	0	0	0	0	0	0	0
ARHGAP26-AS1	0	3	3	1	0	1	0	204	2	1
AC079305.2	0	0	0	0	0	0	0	0	0	0
AC093382.1	0	4	0	0	0	2	0	3	4	4
AC105393.1	0	0	0	0	0	0	0	0	0	0
PSPHP1	52	0	0	0	16	0	346	0	319	0
AL049641.1	0	0	0	0	0	0	0	0	0	0
AL031123.1	3	2	4	13	3	7	3	6	16	15
ARPC3P1	0	2	2	3	2	6	4	44	25	2
NUP35P2	0	0	0	0	0	0	0	8	0	0
AL008733.1	0	0	1	7	0	2	0	23	0	6
TMEM191A	111	41	348	64	104	330	189	22	466	223
OR52I2	1	0	0	0	0	0	0	2	0	0
CDCA4P3	0	0	0	0	0	0	0	0	0	0
AC091729.2	0	0	2	1	0	4	0	10	2	0
AL606495.1	0	0	0	0	2	0	1	0	1	1
AC036101.1	0	0	0	0	0	0	0	0	0	0
AC007677.1	0	0	0	0	0	0	0	0	0	0
RAD23BP3	0	0	0	0	0	0	0	1	0	0
PDCL3P1	0	0	1	0	0	0	0	1	0	0
AC122683.1	0	0	0	0	0	0	0	0	0	0
AL358612.1	0	0	0	0	0	0	0	0	0	0
NPY6R	11	50	0	26	0	4	22	7	0	2
HNRNPDLP1	0	0	0	0	0	0	0	0	0	0
AL122058.1	2	0	0	12	0	1	7	0	1	4
SMARCE1P2	0	0	0	0	1	1	0	2	3	0
AL022157.1	0	1	1	2	1	8	4	1	15	4
CFLAR-AS1	7	3	4	22	1	10	14	967	26	17
MTCYBP12	0	0	0	0	0	0	0	1	0	0
ZNF192P1	2	7	2	9	36	50	2	11	86	75
LINC00351	0	0	0	0	0	0	0	0	0	0
LINC01811	14	0	1	0	11	8	21	120	63	6
CROCC2	1	0	1	5	1	3	4	5	0	1
AC006150.1	0	0	0	0	0	0	0	0	0	0
AL358453.1	0	0	0	0	1	0	0	1	0	0
NUP50-AS1	181	76	80	192	68	221	313	232	385	292
AC005682.1	3	1	1	65	1	9	9	10	8	8
AL606489.1	17	11	13	22	16	76	65	115	77	34
AL354836.1	35	131	22	31	44	50	65	76	94	61
AL359182.1	0	0	6	3	1	1	3	6	2	1
MRPS16P3	0	0	0	0	0	0	0	1	0	0
AL353616.2	0	1	1	1	0	2	0	0	0	0
AC079150.2	0	3	2	0	0	0	0	0	0	1
AC105402.1	0	0	0	0	0	0	0	1	0	0
MTCYBP39	0	0	0	0	0	0	0	0	0	0
NMD3P1	1	2	0	6	4	5	1	0	4	1
CST12P	0	0	0	0	0	0	0	0	0	0
AC083822.1	1	1	0	1	0	0	1	27	0	0
VN2R10P	0	0	0	0	0	1	0	3	0	0
AC099066.1	0	0	0	0	0	0	1	16	2	0
PSPC1-AS2	4	9	2	4	0	17	11	17	16	15
TAF9P1	0	0	0	0	0	0	0	0	0	0
AL353803.1	0	0	0	0	0	1	0	1	0	0
KRT8P38	0	1	1	0	1	0	0	3	4	1
ACTG1P24	0	1	2	1	10	3	1	4	5	2
TERF1P5	1	0	0	0	2	0	0	0	1	1
FAM41AY2	0	0	0	0	0	0	0	0	0	0
HAGLROS	18	33	0	58	8	6	6	7	18	26
LINC02089	0	0	0	0	0	0	0	0	0	0
AC097463.1	0	0	0	0	0	0	0	0	0	0
ST7-AS2	3	1	2	0	1	1	0	140	0	0
USP9YP11	0	0	0	0	0	0	0	0	0	0
LINC00375	0	0	0	0	0	0	0	0	0	0
DCAF8L1	0	0	0	0	0	0	0	0	0	0
LINC01345	0	0	0	1	0	0	0	1	1	0
AL022310.1	0	0	0	1	0	0	0	2	0	1
AL135923.1	0	0	0	0	0	0	0	0	0	0
AC084809.1	5	3	13	1	7	21	15	3	25	19
AC016831.1	70	119	45	27	30	52	89	2173	704	60
LINC01876	2	12	2	5	0	72	1	7	147	36
PARD3-AS1	1	1	0	0	1	6	4	2	6	3
SORCS3-AS1	0	0	0	0	0	0	0	0	0	0
ELL2P4	0	0	0	0	0	0	0	0	0	0
MAPK6PS6	0	0	0	0	0	0	0	1	0	0
AL353658.1	0	0	0	0	0	0	0	0	0	0
MTATP6P21	0	0	0	0	0	0	0	0	0	0
IFNA20P	0	0	3	4	0	2	3	4	10	11
AC093423.1	0	0	0	0	0	0	0	5	0	0
MRPS21P5	0	0	0	0	0	0	0	0	0	0
AL031727.1	49	33	49	18	118	53	36	42	160	58
C12orf77	0	0	1	0	0	0	0	0	1	0
AC013480.1	0	0	0	1	0	0	0	11	0	5
AC010385.1	0	0	0	0	0	0	0	0	0	0
AC006015.1	0	0	0	0	0	0	0	0	0	0
AL392089.1	0	2	1	0	0	3	0	68	0	1
AL133325.1	0	0	0	0	0	0	1	0	0	0
RBMX2P1	0	0	0	1	0	0	1	2	0	0
AL450332.1	0	1	0	4	0	1	0	0	0	0
AC104058.1	0	0	1	0	1	0	0	112	0	0
AC079355.1	0	0	0	0	0	0	0	0	0	0
AC018980.1	0	0	0	0	0	0	0	0	0	0
OR8T1P	0	0	4	5	0	3	1	2	6	0
MTCYBP38	0	0	0	0	1	0	0	0	0	0
TPI1P1	71	217	66	26	218	40	31	14	76	97
MRPL23-AS1	4	1	0	4	4	10	1	1	5	0
SLC16A1-AS1	42	31	95	123	38	82	64	469	229	155
SLC25A5P5	6	1	22	0	21	20	8	0	2	1
AC093642.1	0	0	0	0	0	0	0	3	0	0
AL358613.1	0	0	1	0	0	0	0	4	0	1
AC012558.1	0	0	0	3	0	1	0	2	0	0
HMGN2P7	0	2	2	1	12	2	1	19	9	6
AL590399.2	0	0	0	0	0	0	0	0	0	0
USP17L7	0	0	0	1	0	0	0	3	0	0
AL121929.1	0	0	0	0	2	2	0	0	0	0
AC010342.1	1	2	1	1	2	0	1	1	3	1
AP000290.1	0	0	0	0	0	0	0	11	0	0
AC135371.1	0	0	0	0	0	0	0	0	0	0
ANKRD18DP	0	0	1	0	0	1	1	1	22	0
AC002367.1	1	3	1	0	3	1	2	2	5	3
AL442071.1	1	0	0	0	0	0	0	21	2	0
AC108161.1	2	1	3	2	5	0	1	2	12	1
AL365214.2	0	3	2	9	2	10	2	34	0	7
PLCL2-AS1	2	0	0	0	0	0	1	21	0	0
AC006037.1	0	0	0	0	0	0	0	0	0	0
GAPDHP32	0	1	0	0	6	2	1	2	3	1
ACTR3BP6	0	0	0	0	0	0	0	0	0	0
BX322234.1	1	4	9	40	1	41	31	80	49	9
NOTCH2P1	0	0	0	0	0	0	0	0	0	0
AL117337.1	0	0	0	0	0	0	0	0	0	0
CDY5P	0	0	0	0	0	0	0	0	0	0
CYP2D8P	10	12	7	3	7	40	33	77	24	7
LINC02542	7	7	15	3	22	30	47	2	208	7
AL033380.1	0	0	0	0	0	0	0	0	0	0
AL121787.1	0	0	0	0	0	1	0	5	0	0
OR10G5P	0	0	0	0	0	0	0	2	0	0
AL390198.1	29	2	19	11	0	18	1	2	33	2
RPA2P2	3	4	2	0	0	0	1	0	2	0
AC018641.1	0	0	6	0	0	10	3	1	0	0
ADAM1B	2	10	8	8	1	6	1	46	11	2
Z93930.2	8	2	15	14	10	19	16	44	45	69
AC008013.1	2	2	10	3	1	3	2	45	4	0
PPIAP62	0	0	0	1	0	0	0	0	4	0
AP000532.1	0	0	0	0	0	0	0	0	0	0
LINC01748	68	1	68	30	32	67	46	17	603	4
AC245028.1	0	0	0	0	0	0	0	0	0	0
UPF3AP1	0	0	1	1	0	1	2	0	9	1
TMEM185B	452	680	429	1444	758	1578	1796	493	4393	902
OR7H1P	0	0	0	0	0	0	0	0	0	0
ACTR3BP2	0	0	0	0	0	0	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	1	0	0	0	0
AL392088.1	0	0	1	0	0	0	0	0	0	0
AL606516.1	0	0	0	0	0	0	0	0	0	0
RBM22P3	0	1	0	0	1	0	0	0	0	0
LINC01035	0	0	0	0	0	0	0	0	0	0
AL139254.1	0	0	0	0	0	0	0	0	0	0
LINC01824	0	0	0	0	0	0	0	0	0	0
AC104308.1	0	0	0	0	0	0	1	0	0	0
AC138647.1	0	0	0	0	0	0	0	0	0	0
FTOP1	2	1	9	10	0	18	1	10	3	1
LINC00323	0	2	10	9	3	4	6	21	2	16
LINC02549	0	0	0	0	0	0	0	0	0	0
AL136380.1	2	0	7	5	13	6	7	4	20	9
AC243772.1	0	0	0	0	0	0	0	0	0	0
USF1P1	1	0	0	0	2	0	0	13	0	1
KRT8P27	0	0	0	0	2	1	0	0	1	0
TMEM167AP1	0	0	0	0	0	0	0	0	0	0
AC007463.1	0	0	0	0	0	0	0	0	0	0
IPMKP1	0	3	0	0	0	0	0	1	1	0
LINC01918	0	2	0	5	0	1	1	3	0	0
AC005588.1	0	0	0	0	0	0	0	0	0	0
UPK1A-AS1	0	0	0	1	0	0	2	2	0	1
AC004386.2	0	0	0	0	0	0	0	0	0	0
FAM138B	0	0	0	3	0	1	0	0	2	0
LINC00390	0	0	0	3	0	1	7	5	2	1
KIRREL1-IT1	0	0	0	0	0	0	1	39	0	0
AC087499.2	0	0	0	2	0	0	0	0	0	0
AC004994.1	0	0	0	0	0	0	0	0	0	0
AC074375.1	0	0	0	0	0	0	0	21	0	0
AL049569.1	0	1	3	3	0	3	0	12	2	0
AP000289.1	0	0	0	0	0	1	0	0	0	1
MTND1P1	0	0	0	0	0	0	0	0	0	0
AL158055.1	0	1	0	4	0	0	0	0	0	0
AL022718.1	51	47	79	0	47	3	0	0	4	3
BTBD9-AS1	0	0	1	0	0	0	1	140	0	2
AP000552.2	0	0	0	0	0	0	0	0	0	0
AL445487.1	1	5	1	0	5	0	1	0	6	1
SETP15	0	0	0	0	0	0	0	1	0	0
OR7E33P	0	0	0	0	0	0	0	0	0	0
AC012512.1	0	3	93	1	4	20	6	2	283	1
GAPDHP73	1	5	2	1	20	1	0	8	4	11
AL359633.1	0	0	0	0	0	0	0	4	0	0
AC114814.1	0	0	0	0	0	0	0	0	0	0
MYL6P1	4	5	2	0	13	0	0	0	2	1
AL357552.1	0	0	0	0	1	2	1	41	1	0
SSU72P1	1	0	0	0	0	0	0	0	0	0
AC016722.1	1	0	2	0	0	0	0	2	2	4
SCDP1	7	4	7	0	7	5	3	4	2	4
BX284613.1	0	0	0	0	0	0	0	18	0	0
AC018735.1	0	0	1	0	0	1	0	0	0	0
MTCL1P1	0	0	0	0	0	0	0	0	0	0
AGKP1	0	0	0	0	0	0	0	0	0	0
NPM1P49	0	0	0	1	0	0	1	3	0	1
TRAF6P1	0	0	0	0	1	0	0	0	0	0
AL590383.1	0	0	0	0	0	0	0	0	0	0
CYP4F26P	1	0	0	3	0	0	0	0	1	3
FTH1P20	6	5	4	90	13	57	125	99	183	95
AL445493.1	0	0	0	0	0	0	0	1	1	0
AL390962.1	0	0	0	0	0	0	0	0	0	0
LINC00606	0	0	0	0	0	0	0	0	0	0
AL450304.1	0	0	0	0	0	0	0	0	0	0
AL158850.1	0	0	0	0	0	0	6	9	0	0
SNORD57	0	0	0	0	0	0	0	0	0	0
AC003071.2	0	0	0	0	1	0	0	0	0	0
AC060234.1	0	0	0	0	0	0	0	0	0	0
MICC	0	0	0	0	0	0	0	3	0	6
AL132657.1	4	1	4	11	2	14	17	3	17	9
MTCYBP31	0	0	0	0	0	0	0	0	0	0
AC092634.3	2	0	0	0	0	3	3	0	8	0
UBE2V1P5	0	0	0	0	0	0	0	0	2	0
AC006455.1	0	0	0	0	0	0	0	0	0	0
UBE2V1P10	0	0	0	0	0	0	0	0	0	0
AC004911.1	0	0	0	0	0	0	0	0	0	0
AL356421.2	0	0	0	0	0	0	0	0	0	0
AC245291.1	3	2	0	0	0	0	0	0	0	0
IFNWP9	0	0	0	1	0	0	0	0	0	0
AL450344.2	0	0	0	0	0	0	0	50	0	1
CT47A9	0	0	0	0	0	0	0	0	0	0
AL359979.1	0	0	0	0	0	0	0	0	0	0
PAPPA-AS2	0	0	0	1	2	1	0	25	0	0
AC092567.1	0	0	0	0	0	0	0	0	0	0
FTLP3	155	171	90	52	1030	43	59	23	530	37
AL390067.1	0	3	0	1	0	3	3	2	17	2
OFD1P2Y	0	0	0	0	0	0	0	0	2	0
OR52M2P	0	0	0	0	0	0	0	2	0	0
AL137001.1	0	0	0	0	0	0	0	0	0	0
LINC00343	0	0	0	0	0	0	0	1	0	0
AC083855.1	0	0	0	1	0	0	0	10	0	0
AC092155.1	0	0	0	0	0	0	0	0	0	0
AC005099.1	0	8	2	1	17	5	5	45	45	13
RBM17P1	0	0	0	0	0	0	0	0	0	0
NOP56P2	0	0	0	1	0	0	1	2	0	0
SHANK2-AS1	1	1	2	1	0	2	0	138	4	0
LINC00974	2	7	0	2	0	1	18	0	1	0
SLC9A3P3	0	0	0	0	0	0	0	1	3	0
UBE2V1P1	0	0	0	1	0	0	1	6	1	1
PPIAP28	0	0	0	1	0	0	1	2	2	1
AC006020.1	0	0	0	1	1	0	1	1	1	1
AL357793.1	0	0	0	0	0	0	0	11	0	0
AL391647.1	0	0	0	1	2	0	0	4	0	0
ACTG1P12	6	5	0	1	16	3	1	5	2	1
AL513314.1	0	0	0	0	0	0	0	0	0	0
AL121899.1	3	1	3	11	20	2	1	2	5	25
AP006216.1	0	0	0	0	0	3	0	3	1	3
AL365356.1	1	0	1	4	0	4	3	80	3	1
PLCG1-AS1	1	2	7	3	2	8	5	32	19	0
AC019118.1	1	0	0	0	0	0	1	15	1	1
KIF4B	0	0	1	0	5	3	3	2	1	1
OR13Z1P	0	0	0	0	0	2	0	0	0	0
AC096732.1	0	0	0	0	0	0	0	9	0	0
AC021028.1	1	12	6	16	5	6	5	10	59	8
TRBV2	1	9	5	4	0	0	5	6	0	0
AC004973.1	1	0	0	1	0	0	2	1	0	0
CHMP1AP1	0	0	0	0	0	0	0	0	0	0
MTND4P10	0	0	0	0	0	0	0	0	0	1
AL020998.1	0	0	0	0	0	0	0	0	0	0
SSR1P2	0	0	0	0	0	0	0	0	0	0
HSPA9P1	9	3	5	1	31	1	2	1	22	5
AL136981.1	0	0	0	0	0	0	0	2	0	0
AL354977.1	0	1	2	0	0	0	0	12	7	2
BCAS2P3	0	0	0	0	0	0	0	0	0	0
AC005008.1	0	0	0	0	0	0	0	0	0	0
LINC01108	2	0	0	2	1	2	0	30	1	0
TEX41	3	0	4	13	1	10	8	52	2	3
BX248123.1	0	0	0	0	0	0	0	4	5	0
IGBP1P1	0	3	0	0	5	0	2	32	2	1
AL606748.1	0	0	0	0	0	0	0	0	0	0
AC073311.1	0	0	0	0	0	0	0	0	0	0
AC020595.1	0	0	0	0	0	0	0	1	0	0
PWWP2AP1	0	0	0	0	0	0	0	0	1	0
CT47A12	0	0	0	0	0	0	0	0	0	0
LINC01535	1	0	2	1	0	11	3	2	2	2
ENTPD1-AS1	23	19	22	78	15	83	76	393	22	59
AC013470.2	0	2	4	2	7	5	1	10	41	0
NXNP1	0	0	0	0	0	0	0	0	0	0
AL441943.1	0	0	0	0	0	0	0	0	0	0
ANKRD20A10P	3	0	0	6	0	0	0	34	1	0
LENG8-AS1	54	23	42	46	23	213	117	158	450	91
AL034380.1	0	0	0	0	0	0	0	0	0	0
AL360181.1	1	0	3	0	5	1	0	7	14	1
MTND4P25	0	0	0	0	0	0	0	0	0	0
MIR217HG	0	0	0	1	0	0	0	0	0	0
NPM1P4	0	0	0	0	0	0	0	0	0	0
SDCBPP1	0	0	0	0	1	0	0	125	1	1
AL161452.1	2	2	8	3	1	6	13	7	25	18
AL359458.1	0	0	0	0	0	0	0	0	0	1
AC073409.1	0	0	0	0	0	0	0	0	0	0
FGF12-AS3	0	0	0	0	0	1	1	0	0	1
FAM66C	3	0	3	40	10	34	34	15	24	6
LINC01709	1	0	0	0	0	0	0	0	0	0
AL589986.1	0	0	0	0	0	0	0	0	6	0
PTPRD-AS2	0	0	0	0	0	0	0	0	0	0
SNRPGP8	0	0	0	0	0	0	0	0	0	0
EEF1DP2	0	0	0	0	0	0	0	0	0	0
LINC00424	0	0	0	0	0	0	0	0	0	0
AL513175.1	0	2	0	0	6	3	1	2	11	2
AC109780.2	0	0	0	0	0	0	0	0	0	0
PABPC1L2B-AS1	0	0	0	0	0	0	0	0	0	1
TMEM256P2	0	0	0	0	0	0	0	4	0	0
AL138826.1	0	0	0	0	0	0	0	0	0	0
SNRPGP12	0	0	0	0	0	0	0	2	0	0
U62317.1	0	0	0	4	0	1	4	1	3	1
AL358972.1	0	0	0	0	0	0	0	0	0	0
LINC02554	1	0	0	0	10	0	0	0	0	1
HSBP1L1	185	654	225	362	310	189	277	368	873	742
AC005326.1	2	0	0	0	0	0	1	11	3	0
AL512599.1	2	1	3	0	16	0	2	0	1	0
SMCR5	1	0	1	0	0	1	0	298	2	0
AC007966.1	1	4	0	2	0	1	1	10	30	4
AL360271.2	0	0	0	0	0	0	0	0	0	0
